id,earmark_id,raw_name,crp_id,standardized_name,chamber,party,state,district
17813,9601,"Young, Don",N00007999,Don Young,h,R,AK,
10123,4876,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
10679,5182,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
12209,6110,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
21513,12190,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
21592,12251,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
21595,12253,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
21643,12289,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
21717,12348,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
25895,14988,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
35734,20730,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
36000,20755,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
42482,24227,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
46688,26679,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
48212,27609,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
48457,27772,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
52722,30460,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
53759,31064,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
55073,31953,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
55119,31979,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
56657,32753,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
62116,35994,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
62219,36071,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
63656,36954,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
10691,5188,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
21290,12068,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
21719,12349,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
35841,20733,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
36080,20784,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
44018,25062,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
47094,26945,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
50469,29014,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
54814,31790,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
58571,33919,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
58575,33920,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
59428,34300,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
59430,34301,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
59432,34303,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
59434,34304,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
59438,34305,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
59442,34306,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
62012,35925,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
23772,13757,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
49553,28439,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
61610,35672,Whitehouse,N00027533,Sheldon Whitehouse,s,D,RI,
25136,14563,Schiff,N00009585,Adam Schiff,h,D,CA,
25518,14802,Schiff,N00009585,Adam Schiff,h,D,CA,
25520,14803,Schiff,N00009585,Adam Schiff,h,D,CA,
27169,15728,Schiff,N00009585,Adam Schiff,h,D,CA,
38407,22079,Schiff,N00009585,Adam Schiff,h,D,CA,
38474,22116,Schiff,N00009585,Adam Schiff,h,D,CA,
47168,26996,Schiff,N00009585,Adam Schiff,h,D,CA,
58760,34027,Schiff,N00009585,Adam Schiff,h,D,CA,
64251,37330,Schiff,N00009585,Adam Schiff,h,D,CA,
33738,19618,Schiff,N00009585,Adam Schiff,h,D,CA,
33749,19621,Schiff,N00009585,Adam Schiff,h,D,CA,
41849,23864,Schiff,N00009585,Adam Schiff,h,D,CA,
43599,24844,Schiff,N00009585,Adam Schiff,h,D,CA,
47175,26997,Schiff,N00009585,Adam Schiff,h,D,CA,
47185,27005,Schiff,N00009585,Adam Schiff,h,D,CA,
51253,29517,Schiff,N00009585,Adam Schiff,h,D,CA,
54513,31591,Schiff,N00009585,Adam Schiff,h,D,CA,
57917,33517,Schiff,N00009585,Adam Schiff,h,D,CA,
58761,34028,Schiff,N00009585,Adam Schiff,h,D,CA,
64266,37340,Schiff,N00009585,Adam Schiff,h,D,CA,
1577,514,Schiff,N00009585,Adam Schiff,h,D,CA,
15404,8067,Schiff,N00009585,Adam Schiff,h,D,CA,
25709,14931,Schiff,N00009585,Adam Schiff,h,D,CA,
33734,19615,Schiff,N00009585,Adam Schiff,h,D,CA,
52909,30560,Schiff,N00009585,Adam Schiff,h,D,CA,
54523,31593,Schiff,N00009585,Adam Schiff,h,D,CA,
56147,32562,Schiff,N00009585,Adam Schiff,h,D,CA,
58580,33923,Schiff,N00009585,Adam Schiff,h,D,CA,
15437,8086,Schiff,N00009585,Adam Schiff,h,D,CA,
15438,8087,Schiff,N00009585,Adam Schiff,h,D,CA,29
15439,8088,Schiff,N00009585,Adam Schiff,h,D,CA,
15440,8089,Schiff,N00009585,Adam Schiff,h,D,CA,
15441,8090,Schiff,N00009585,Adam Schiff,h,D,CA,
15442,8091,Schiff,N00009585,Adam Schiff,h,D,CA,
15443,8092,Schiff,N00009585,Adam Schiff,h,D,CA,
15447,8094,Schiff,N00009585,Adam Schiff,h,D,CA,29
15448,8095,Schiff,N00009585,Adam Schiff,h,D,CA,
15452,8097,Schiff,N00009585,Adam Schiff,h,D,CA,
15453,8098,Schiff,N00009585,Adam Schiff,h,D,CA,
23567,13632,Schiff,N00009585,Adam Schiff,h,D,CA,
23130,13384,Inglis,N00002460,Bob Inglis,h,R,SC,
13209,6755,Nunes,N00007248,Devin Gerald Nunes,h,R,CA,
13210,6756,Nunes,N00007248,Devin Gerald Nunes,h,R,CA,
51030,29371,Sanders,N00000528,Bernie Sanders,s,I,VT,
51058,29389,Sanders,N00000528,Bernie Sanders,s,I,VT,
51082,29403,Sanders,N00000528,Bernie Sanders,s,I,VT,
51242,29510,Sanders,N00000528,Bernie Sanders,s,I,VT,
61217,35430,Sanders,N00000528,Bernie Sanders,s,I,VT,
61476,35597,Sanders,N00000528,Bernie Sanders,s,I,VT,
63285,36694,Sanders,N00000528,Bernie Sanders,s,I,VT,
63287,36696,Sanders,N00000528,Bernie Sanders,s,I,VT,
63288,36697,Sanders,N00000528,Bernie Sanders,s,I,VT,
63290,36699,Sanders,N00000528,Bernie Sanders,s,I,VT,
63291,36700,Sanders,N00000528,Bernie Sanders,s,I,VT,
63347,36741,Sanders,N00000528,Bernie Sanders,s,I,VT,
22581,12993,Sanders,N00000528,Bernie Sanders,s,I,VT,
32762,18992,Sanders,N00000528,Bernie Sanders,s,I,VT,
41028,23429,Sanders,N00000528,Bernie Sanders,s,I,VT,
63283,36692,Sanders,N00000528,Bernie Sanders,s,I,VT,
52166,30135,Dodd,N00000581,Chris Dodd,s,D,CT,
52240,30185,Dodd,N00000581,Chris Dodd,s,D,CT,
54308,31460,Dodd,N00000581,Chris Dodd,s,D,CT,
57313,33133,Dodd,N00000581,Chris Dodd,s,D,CT,
57316,33135,Dodd,N00000581,Chris Dodd,s,D,CT,
58707,33992,Dodd,N00000581,Chris Dodd,s,D,CT,
61295,35471,Dodd,N00000581,Chris Dodd,s,D,CT,
61374,35523,Dodd,N00000581,Chris Dodd,s,D,CT,
62702,36359,Dodd,N00000581,Chris Dodd,s,D,CT,
4627,2048,Dodd,N00000581,Chris Dodd,s,D,CT,
4632,2050,Dodd,N00000581,Chris Dodd,s,D,CT,
4636,2052,Dodd,N00000581,Chris Dodd,s,D,CT,
4639,2053,Dodd,N00000581,Chris Dodd,s,D,CT,
4650,2059,Dodd,N00000581,Chris Dodd,s,D,CT,
4660,2062,Dodd,N00000581,Chris Dodd,s,D,CT,
4698,2073,Dodd,N00000581,Chris Dodd,s,D,CT,
5597,2483,Dodd,N00000581,Chris Dodd,s,D,CT,
5620,2487,Dodd,N00000581,Chris Dodd,s,D,CT,
5624,2488,Dodd,N00000581,Chris Dodd,s,D,CT,
5630,2490,Dodd,N00000581,Chris Dodd,s,D,CT,
10797,5243,Dodd,N00000581,Chris Dodd,s,D,CT,
10803,5247,Dodd,N00000581,Chris Dodd,s,D,CT,
10806,5249,Dodd,N00000581,Chris Dodd,s,D,CT,
10809,5250,Dodd,N00000581,Chris Dodd,s,D,CT,
10813,5252,Dodd,N00000581,Chris Dodd,s,D,CT,
10817,5253,Dodd,N00000581,Chris Dodd,s,D,CT,
15635,8229,Dodd,N00000581,Chris Dodd,s,D,CT,
15639,8231,Dodd,N00000581,Chris Dodd,s,D,CT,
15644,8233,Dodd,N00000581,Chris Dodd,s,D,CT,
15646,8234,Dodd,N00000581,Chris Dodd,s,D,CT,
15648,8235,Dodd,N00000581,Chris Dodd,s,D,CT,
15654,8238,Dodd,N00000581,Chris Dodd,s,D,CT,
18862,10409,Dodd,N00000581,Chris Dodd,s,D,CT,
19063,10562,Dodd,N00000581,Chris Dodd,s,D,CT,
19115,10593,Dodd,N00000581,Chris Dodd,s,D,CT,
21128,12054,Dodd,N00000581,Chris Dodd,s,D,CT,
21138,12063,Dodd,N00000581,Chris Dodd,s,D,CT,
21156,12065,Dodd,N00000581,Chris Dodd,s,D,CT,
23056,13341,Dodd,N00000581,Chris Dodd,s,D,CT,
25195,14590,Dodd,N00000581,Chris Dodd,s,D,CT,
25200,14592,Dodd,N00000581,Chris Dodd,s,D,CT,
26034,15059,Dodd,N00000581,Chris Dodd,s,D,CT,
26112,15110,Dodd,N00000581,Chris Dodd,s,D,CT,
27762,16083,Dodd,N00000581,Chris Dodd,s,D,CT,
28155,16309,Dodd,N00000581,Chris Dodd,s,D,CT,
28157,16310,Dodd,N00000581,Chris Dodd,s,D,CT,
28164,16311,Dodd,N00000581,Chris Dodd,s,D,CT,
28168,16312,Dodd,N00000581,Chris Dodd,s,D,CT,
28174,16313,Dodd,N00000581,Chris Dodd,s,D,CT,
28178,16315,Dodd,N00000581,Chris Dodd,s,D,CT,
28389,16408,Dodd,N00000581,Chris Dodd,s,D,CT,
30681,17779,Dodd,N00000581,Chris Dodd,s,D,CT,
30745,17828,Dodd,N00000581,Chris Dodd,s,D,CT,
31440,18220,Dodd,N00000581,Chris Dodd,s,D,CT,
33062,19178,Dodd,N00000581,Chris Dodd,s,D,CT,
35186,20449,Dodd,N00000581,Chris Dodd,s,D,CT,
39083,22291,Dodd,N00000581,Chris Dodd,s,D,CT,
41217,23546,Dodd,N00000581,Chris Dodd,s,D,CT,
41970,23937,Dodd,N00000581,Chris Dodd,s,D,CT,
41978,23943,Dodd,N00000581,Chris Dodd,s,D,CT,
43816,24970,Dodd,N00000581,Chris Dodd,s,D,CT,
45022,25641,Dodd,N00000581,Chris Dodd,s,D,CT,
46958,26847,Dodd,N00000581,Chris Dodd,s,D,CT,
48998,28120,Dodd,N00000581,Chris Dodd,s,D,CT,
49001,28122,Dodd,N00000581,Chris Dodd,s,D,CT,
49137,28203,Dodd,N00000581,Chris Dodd,s,D,CT,
51001,29347,Dodd,N00000581,Chris Dodd,s,D,CT,
51004,29348,Dodd,N00000581,Chris Dodd,s,D,CT,
52008,30022,Dodd,N00000581,Chris Dodd,s,D,CT,
52603,30403,Dodd,N00000581,Chris Dodd,s,D,CT,
52878,30542,Dodd,N00000581,Chris Dodd,s,D,CT,
52891,30548,Dodd,N00000581,Chris Dodd,s,D,CT,
56154,32568,Dodd,N00000581,Chris Dodd,s,D,CT,
56192,32588,Dodd,N00000581,Chris Dodd,s,D,CT,
56614,32732,Dodd,N00000581,Chris Dodd,s,D,CT,
56786,32832,Dodd,N00000581,Chris Dodd,s,D,CT,
56788,32833,Dodd,N00000581,Chris Dodd,s,D,CT,
60784,35163,Dodd,N00000581,Chris Dodd,s,D,CT,
62707,36361,Dodd,N00000581,Chris Dodd,s,D,CT,
63782,37028,Dodd,N00000581,Chris Dodd,s,D,CT,
5578,2481,Dodd,N00000581,Chris Dodd,s,D,CT,
10788,5239,Dodd,N00000581,Chris Dodd,s,D,CT,
10793,5241,Dodd,N00000581,Chris Dodd,s,D,CT,
12780,6488,Dodd,N00000581,Chris Dodd,s,D,CT,
12785,6490,Dodd,N00000581,Chris Dodd,s,D,CT,
15617,8217,Dodd,N00000581,Chris Dodd,s,D,CT,
15620,8219,Dodd,N00000581,Chris Dodd,s,D,CT,
15623,8220,Dodd,N00000581,Chris Dodd,s,D,CT,
20941,11931,Dodd,N00000581,Chris Dodd,s,D,CT,
21044,12011,Dodd,N00000581,Chris Dodd,s,D,CT,
24138,13948,Dodd,N00000581,Chris Dodd,s,D,CT,
26005,15042,Dodd,N00000581,Chris Dodd,s,D,CT,
26665,15403,Dodd,N00000581,Chris Dodd,s,D,CT,
27196,15745,Dodd,N00000581,Chris Dodd,s,D,CT,
27242,15770,Dodd,N00000581,Chris Dodd,s,D,CT,
27515,15937,Dodd,N00000581,Chris Dodd,s,D,CT,
33415,19427,Dodd,N00000581,Chris Dodd,s,D,CT,
35323,20531,Dodd,N00000581,Chris Dodd,s,D,CT,
35404,20578,Dodd,N00000581,Chris Dodd,s,D,CT,
42913,24470,Dodd,N00000581,Chris Dodd,s,D,CT,
44954,25606,Dodd,N00000581,Chris Dodd,s,D,CT,
45159,25708,Dodd,N00000581,Chris Dodd,s,D,CT,
51978,30007,Dodd,N00000581,Chris Dodd,s,D,CT,
52032,30039,Dodd,N00000581,Chris Dodd,s,D,CT,
52034,30040,Dodd,N00000581,Chris Dodd,s,D,CT,
55832,32389,Dodd,N00000581,Chris Dodd,s,D,CT,
57186,33065,Dodd,N00000581,Chris Dodd,s,D,CT,
57291,33124,Dodd,N00000581,Chris Dodd,s,D,CT,
59788,34521,Dodd,N00000581,Chris Dodd,s,D,CT,
59808,34533,Dodd,N00000581,Chris Dodd,s,D,CT,
59819,34539,Dodd,N00000581,Chris Dodd,s,D,CT,
33102,19211,Hinojosa,"",Hinojosa,h,D,TX,
50797,29205,Hinojosa,"",Hinojosa,h,D,TX,
51218,29496,Hinojosa,"",Hinojosa,h,D,TX,
4953,2188,Cuellar,N00024978,Henry Cuellar,h,D,TX,
4954,2189,Cuellar,N00024978,Henry Cuellar,h,D,TX,
4966,2198,Cuellar,N00024978,Henry Cuellar,h,D,TX,
4969,2199,Cuellar,N00024978,Henry Cuellar,h,D,TX,
4970,2200,Cuellar,N00024978,Henry Cuellar,h,D,TX,
53859,31141,Cuellar,N00024978,Henry Cuellar,h,D,TX,
54126,31336,Cuellar,N00024978,Henry Cuellar,h,D,TX,
31237,18106,Akaka,N00007653,Daniel K Akaka,s,D,HI,
31242,18108,Akaka,N00007653,Daniel K Akaka,s,D,HI,
31248,18112,Akaka,N00007653,Daniel K Akaka,s,D,HI,
31253,18114,Akaka,N00007653,Daniel K Akaka,s,D,HI,
31363,18179,Akaka,N00007653,Daniel K Akaka,s,D,HI,
32016,18536,Akaka,N00007653,Daniel K Akaka,s,D,HI,
46207,26353,Akaka,N00007653,Daniel K Akaka,s,D,HI,
48992,28119,Akaka,N00007653,Daniel K Akaka,s,D,HI,
49390,28339,Akaka,N00007653,Daniel K Akaka,s,D,HI,
52054,30053,Akaka,N00007653,Daniel K Akaka,s,D,HI,
52063,30060,Akaka,N00007653,Daniel K Akaka,s,D,HI,
52070,30063,Akaka,N00007653,Daniel K Akaka,s,D,HI,
52071,30064,Akaka,N00007653,Daniel K Akaka,s,D,HI,
52077,30066,Akaka,N00007653,Daniel K Akaka,s,D,HI,
52081,30067,Akaka,N00007653,Daniel K Akaka,s,D,HI,
52103,30082,Akaka,N00007653,Daniel K Akaka,s,D,HI,
53743,31050,Akaka,N00007653,Daniel K Akaka,s,D,HI,
54988,31896,Akaka,N00007653,Daniel K Akaka,s,D,HI,
54991,31897,Akaka,N00007653,Daniel K Akaka,s,D,HI,
56445,32679,Akaka,N00007653,Daniel K Akaka,s,D,HI,
57792,33430,Akaka,N00007653,Daniel K Akaka,s,D,HI,
57795,33431,Akaka,N00007653,Daniel K Akaka,s,D,HI,
57799,33435,Akaka,N00007653,Daniel K Akaka,s,D,HI,
57801,33438,Akaka,N00007653,Daniel K Akaka,s,D,HI,
58588,33929,Akaka,N00007653,Daniel K Akaka,s,D,HI,
59340,34229,Akaka,N00007653,Daniel K Akaka,s,D,HI,
61205,35430,Akaka,N00007653,Daniel K Akaka,s,D,HI,
61332,35498,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62362,36165,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62366,36166,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62733,36374,Akaka,N00007653,Daniel K Akaka,s,D,HI,
21257,12068,Akaka,N00007653,Daniel K Akaka,s,D,HI,
23411,13540,Akaka,N00007653,Daniel K Akaka,s,D,HI,
29534,17091,Akaka,N00007653,Daniel K Akaka,s,D,HI,
35183,20447,Akaka,N00007653,Daniel K Akaka,s,D,HI,
36030,20772,Akaka,N00007653,Daniel K Akaka,s,D,HI,
37553,21554,Akaka,N00007653,Daniel K Akaka,s,D,HI,
39605,22616,Akaka,N00007653,Daniel K Akaka,s,D,HI,
42528,24245,Akaka,N00007653,Daniel K Akaka,s,D,HI,
45346,25805,Akaka,N00007653,Daniel K Akaka,s,D,HI,
45356,25808,Akaka,N00007653,Daniel K Akaka,s,D,HI,
45369,25814,Akaka,N00007653,Daniel K Akaka,s,D,HI,
49481,28396,Akaka,N00007653,Daniel K Akaka,s,D,HI,
53462,30866,Akaka,N00007653,Daniel K Akaka,s,D,HI,
56089,32534,Akaka,N00007653,Daniel K Akaka,s,D,HI,
58500,33870,Akaka,N00007653,Daniel K Akaka,s,D,HI,
61226,35433,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62735,36375,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62737,36376,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62739,36377,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62741,36378,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62743,36379,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62745,36380,Akaka,N00007653,Daniel K Akaka,s,D,HI,
63477,36833,Akaka,N00007653,Daniel K Akaka,s,D,HI,
63481,36835,Akaka,N00007653,Daniel K Akaka,s,D,HI,
63526,36863,Akaka,N00007653,Daniel K Akaka,s,D,HI,
63636,36948,Akaka,N00007653,Daniel K Akaka,s,D,HI,
19644,10957,Akaka,N00007653,Daniel K Akaka,s,D,HI,
19647,10964,Akaka,N00007653,Daniel K Akaka,s,D,HI,
19650,10966,Akaka,N00007653,Daniel K Akaka,s,D,HI,
21403,12153,Akaka,N00007653,Daniel K Akaka,s,D,HI,
28021,16229,Akaka,N00007653,Daniel K Akaka,s,D,HI,
31233,18105,Akaka,N00007653,Daniel K Akaka,s,D,HI,
33213,19286,Akaka,N00007653,Daniel K Akaka,s,D,HI,
36817,21124,Akaka,N00007653,Daniel K Akaka,s,D,HI,
39181,22342,Akaka,N00007653,Daniel K Akaka,s,D,HI,
49904,28643,Akaka,N00007653,Daniel K Akaka,s,D,HI,
51120,29434,Akaka,N00007653,Daniel K Akaka,s,D,HI,
54986,31895,Akaka,N00007653,Daniel K Akaka,s,D,HI,
59308,34210,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62731,36373,Akaka,N00007653,Daniel K Akaka,s,D,HI,
62985,36520,Akaka,N00007653,Daniel K Akaka,s,D,HI,
63252,36670,Akaka,N00007653,Daniel K Akaka,s,D,HI,
63792,37036,Akaka,N00007653,Daniel K Akaka,s,D,HI,
59015,34080,Gerlach,N00025025,Jim Gerlach,h,"","",
26434,15269,Hobson,N00003725,Dave Hobson,h,R,OH,
26441,15272,Hobson,N00003725,Dave Hobson,h,R,OH,
37161,21322,Hobson,N00003725,Dave Hobson,h,R,OH,
37163,21324,Hobson,N00003725,Dave Hobson,h,R,OH,
37179,21335,Hobson,N00003725,Dave Hobson,h,R,OH,
40038,22882,Hobson,N00003725,Dave Hobson,h,R,OH,
40477,23122,Hobson,N00003725,Dave Hobson,h,R,OH,
43465,24769,Hobson,N00003725,Dave Hobson,h,R,OH,
44345,25271,Hobson,N00003725,Dave Hobson,h,R,OH,
8765,4118,Hobson,N00003725,Dave Hobson,h,R,OH,
8766,4119,Hobson,N00003725,Dave Hobson,h,R,OH,
8767,4121,Hobson,N00003725,Dave Hobson,h,R,OH,
8774,4129,Hobson,N00003725,Dave Hobson,h,R,OH,
8777,4132,Hobson,N00003725,Dave Hobson,h,R,OH,
8779,4133,Hobson,N00003725,Dave Hobson,h,R,OH,
8780,4134,Hobson,N00003725,Dave Hobson,h,R,OH,
8781,4135,Hobson,N00003725,Dave Hobson,h,R,OH,
8782,4136,Hobson,N00003725,Dave Hobson,h,R,OH,
8783,4137,Hobson,N00003725,Dave Hobson,h,R,OH,
8786,4138,Hobson,N00003725,Dave Hobson,h,R,OH,
8791,4139,Hobson,N00003725,Dave Hobson,h,R,OH,
8793,4140,Hobson,N00003725,Dave Hobson,h,R,OH,
8794,4141,Hobson,N00003725,Dave Hobson,h,R,OH,
8795,4142,Hobson,N00003725,Dave Hobson,h,R,OH,
8796,4143,Hobson,N00003725,Dave Hobson,h,R,OH,
8797,4144,Hobson,N00003725,Dave Hobson,h,R,OH,
8800,4145,Hobson,N00003725,Dave Hobson,h,R,OH,
8802,4146,Hobson,N00003725,Dave Hobson,h,R,OH,
8804,4147,Hobson,N00003725,Dave Hobson,h,R,OH,
8806,4148,Hobson,N00003725,Dave Hobson,h,R,OH,
8807,4149,Hobson,N00003725,Dave Hobson,h,R,OH,
8808,4150,Hobson,N00003725,Dave Hobson,h,R,OH,
8809,4151,Hobson,N00003725,Dave Hobson,h,R,OH,
8810,4152,Hobson,N00003725,Dave Hobson,h,R,OH,
8811,4153,Hobson,N00003725,Dave Hobson,h,R,OH,7
8812,4154,Hobson,N00003725,Dave Hobson,h,R,OH,
8813,4155,Hobson,N00003725,Dave Hobson,h,R,OH,
8814,4157,Hobson,N00003725,Dave Hobson,h,R,OH,
8815,4160,Hobson,N00003725,Dave Hobson,h,R,OH,
8816,4161,Hobson,N00003725,Dave Hobson,h,R,OH,
8817,4162,Hobson,N00003725,Dave Hobson,h,R,OH,7
8818,4163,Hobson,N00003725,Dave Hobson,h,R,OH,
8819,4164,Hobson,N00003725,Dave Hobson,h,R,OH,
8820,4165,Hobson,N00003725,Dave Hobson,h,R,OH,
8824,4166,Hobson,N00003725,Dave Hobson,h,R,OH,
8830,4167,Hobson,N00003725,Dave Hobson,h,R,OH,
8832,4168,Hobson,N00003725,Dave Hobson,h,R,OH,
8835,4169,Hobson,N00003725,Dave Hobson,h,R,OH,
8840,4178,Hobson,N00003725,Dave Hobson,h,R,OH,
8843,4179,Hobson,N00003725,Dave Hobson,h,R,OH,
26445,15274,Hobson,N00003725,Dave Hobson,h,R,OH,
27919,16160,Hobson,N00003725,Dave Hobson,h,R,OH,
27922,16161,Hobson,N00003725,Dave Hobson,h,R,OH,
37180,21336,Hobson,N00003725,Dave Hobson,h,R,OH,
37185,21340,Hobson,N00003725,Dave Hobson,h,R,OH,
37188,21342,Hobson,N00003725,Dave Hobson,h,R,OH,
40116,22930,Hobson,N00003725,Dave Hobson,h,R,OH,
42722,24358,Hobson,N00003725,Dave Hobson,h,R,OH,
23065,13344,Hobson,N00003725,Dave Hobson,h,R,OH,
23446,13555,Hobson,N00003725,Dave Hobson,h,R,OH,
56354,32657,"McCarthy, Kevin",N00028152,Kevin McCarthy,h,"","",
31826,18444,Doggett,N00006023,Lloyd Doggett,h,D,TX,
51854,29925,Doggett,N00006023,Lloyd Doggett,h,D,TX,
39940,22808,Buchanan,N00027626,Vernon Buchanan,h,R,FL,
54755,31751,Buchanan,N00027626,Vernon Buchanan,h,R,FL,
4256,1885,Coble,N00002247,Howard Coble,h,R,NC,
4242,1876,Coble,N00002247,Howard Coble,h,R,NC,
44331,25261,Coble,N00002247,Howard Coble,h,R,NC,
51458,29671,Coble,N00002247,Howard Coble,h,R,NC,
62846,36438,Coble,N00002247,Howard Coble,h,R,NC,
31010,17969,Coble,N00002247,Howard Coble,h,R,NC,
31454,18227,Coble,N00002247,Howard Coble,h,R,NC,
36160,20795,Coble,N00002247,Howard Coble,h,R,NC,
36301,20842,Coble,N00002247,Howard Coble,h,R,NC,
61792,35789,Coble,N00002247,Howard Coble,h,R,NC,
5843,2591,Dicks,N00007918,Norm Dicks,h,D,WA,
5848,2592,Dicks,N00007918,Norm Dicks,h,D,WA,
5852,2593,Dicks,N00007918,Norm Dicks,h,D,WA,
5856,2594,Dicks,N00007918,Norm Dicks,h,D,WA,
5863,2596,Dicks,N00007918,Norm Dicks,h,D,WA,
5866,2597,Dicks,N00007918,Norm Dicks,h,D,WA,
5872,2598,Dicks,N00007918,Norm Dicks,h,D,WA,
5875,2599,Dicks,N00007918,Norm Dicks,h,D,WA,
5879,2600,Dicks,N00007918,Norm Dicks,h,D,WA,
